Intermediate,Nov.2020,9.11. - 10.11.,https://github.com/Mathematical-Olympiads-Discord-Server/files,10
MODSMO,Dec.2019,14.12. - 15.12.,https://github.com/Mathematical-Olympiads-Discord-Server/files,10
Beginner,Jan.2020,11.1. - 12.1.,https://github.com/Mathematical-Olympiads-Discord-Server/files,10
Intermediate,Feb.2020,8.2. - 9.2.,https://github.com/Mathematical-Olympiads-Discord-Server/files,
